"Date","AAPL","MSFT","SPY"
2012-12-19,526.31,27.31,144.29
2012-12-20,521.73,27.68,145.12
2012-12-21,519.33,27.45,142.79
2012-12-24,520.17,27.06,142.35
2012-12-26,513,26.86,141.75
2012-12-27,515.06,26.96,141.56
2012-12-28,509.59,26.55,140.03
2012-12-31,532.17,26.71,142.41
2013-01-02,549.03,27.62,146.06
2013-01-03,542.1,27.25,145.73
2013-01-04,527,26.74,146.37
2013-01-07,523.9,26.69,145.97
2013-01-08,525.31,26.55,145.55
2013-01-09,517.1,26.7,145.92
2013-01-10,523.51,26.46,147.08
2013-01-11,520.3,26.83,147.07
2013-01-14,501.75,26.89,146.97
2013-01-15,485.92,27.21,147.07
2013-01-16,506.09,27.04,147.05
2013-01-17,502.68,27.25,148
2013-01-18,500,27.25,148.33
2013-01-22,504.77,27.15,149.13
2013-01-23,514.01,27.61,149.37
2013-01-24,450.5,27.63,149.41
2013-01-25,439.88,27.88,150.25
2013-01-28,449.83,27.91,150.07
2013-01-29,458.27,28.01,150.66
2013-01-30,456.83,27.85,150.07
2013-01-31,455.49,27.45,149.7
2013-02-01,453.62,27.93,151.24
2013-02-04,442.32,27.44,149.54
2013-02-05,457.84,27.5,151.05
2013-02-06,457.35,27.34,151.16
2013-02-07,468.22,27.28,150.96
2013-02-08,474.98,27.55,151.8
2013-02-11,479.93,27.86,151.77
2013-02-12,467.9,27.88,152.02
2013-02-13,467.01,28.03,152.15
2013-02-14,466.59,28.04,152.29
2013-02-15,460.16,28.01,152.11
2013-02-19,459.99,28.05,153.25
2013-02-20,448.85,27.87,151.34
2013-02-21,446.06,27.49,150.42
2013-02-22,450.81,27.76,151.89
2013-02-25,442.8,27.37,149
2013-02-26,448.97,27.37,150.02
2013-02-27,444.57,27.81,151.91
2013-02-28,441.4,27.8,151.61
2013-03-01,430.47,27.95,152.11
2013-03-04,420.05,28.15,152.92
2013-03-05,431.14,28.35,154.29
2013-03-06,425.66,28.09,154.5
2013-03-07,430.58,28.14,154.78
2013-03-08,431.72,28,155.44
2013-03-11,437.87,27.87,156.03
2013-03-12,428.43,27.91,155.68
2013-03-13,428.35,27.92,155.9
2013-03-14,432.5,28.14,156.73
2013-03-15,443.66,28.04,155.83
2013-03-18,455.72,28.1,154.97
2013-03-19,454.49,28.18,154.61
2013-03-20,452.08,28.32,155.69
2013-03-21,452.73,28.11,154.36
2013-03-22,461.91,28.25,155.6
2013-03-25,463.58,28.16,154.95
2013-03-26,461.14,28.16,156.19
2013-03-27,452.08,28.37,156.19
2013-03-28,442.66,28.61,156.67
2013-04-01,428.91,28.61,156.05
2013-04-02,429.79,28.8,156.82
2013-04-03,431.99,28.56,155.23
2013-04-04,427.72,28.6,155.86
2013-04-05,423.2,28.7,155.16
2013-04-08,426.21,28.59,156.21
2013-04-09,426.98,29.61,156.75
2013-04-10,435.69,30.28,158.67
2013-04-11,434.33,28.94,159.19
2013-04-12,429.8,28.79,158.8
2013-04-15,419.85,28.69,155.12
2013-04-16,426.24,28.97,157.41
2013-04-17,402.8,28.83,155.11
2013-04-18,392.05,28.79,154.14
2013-04-19,390.53,29.77,155.48
2013-04-22,398.67,30.83,156.17
2013-04-23,406.13,30.6,157.78
2013-04-24,405.46,31.76,157.88
2013-04-25,408.38,31.94,158.52
2013-04-26,417.2,31.79,158.24
2013-04-29,430.12,32.61,159.3
2013-04-30,442.78,33.1,159.68
2013-05-01,439.29,32.72,158.28
2013-05-02,445.52,33.16,159.75
2013-05-03,449.98,33.49,161.37
2013-05-06,460.71,33.75,161.78
2013-05-07,458.66,33.31,162.6
2013-05-08,463.84,32.99,163.34
2013-05-09,456.77,32.66,162.88
2013-05-10,452.97,32.69,163.41
2013-05-13,454.74,33.03,163.54
2013-05-14,443.86,33.53,165.23
2013-05-15,428.85,33.85,166.12
2013-05-16,434.58,34.08,165.34
2013-05-17,433.26,34.87,166.94
2013-05-20,442.93,35.08,166.93
2013-05-21,439.66,34.85,167.17
2013-05-22,441.35,34.61,165.93
2013-05-23,442.14,34.15,165.45
2013-05-24,445.15,34.27,165.31
2013-05-28,441.44,35.02,166.3
2013-05-29,444.95,34.88,165.22
2013-05-30,451.58,35.03,165.83
2013-05-31,449.73,34.9,163.45
2013-06-03,450.72,35.59,164.35
2013-06-04,449.31,34.99,163.56
2013-06-05,445.11,34.78,161.27
2013-06-06,438.46,34.96,162.73
2013-06-07,441.81,35.67,164.8
2013-06-10,438.89,35.47,164.8
2013-06-11,437.6,34.84,163.1
2013-06-12,432.19,35,161.75
2013-06-13,435.96,34.72,164.21
2013-06-14,430.05,34.4,163.18
2013-06-17,432,35,164.44
2013-06-18,431.77,34.98,165.74
2013-06-19,423,34.59,163.45
2013-06-20,416.84,33.49,159.4
2013-06-21,413.5,33.27,159.07
2013-06-24,402.54,33.72,157.06
2013-06-25,402.63,33.67,158.57
2013-06-26,398.07,34.35,160.14
2013-06-27,393.78,34.62,161.08
2013-06-28,396.53,34.54,160.42
2013-07-01,409.22,34.36,161.36
2013-07-02,418.49,33.94,161.21
2013-07-03,420.8,34.01,161.28
2013-07-05,417.42,34.21,163.02
2013-07-08,415.05,34.33,163.95
2013-07-09,422.35,34.35,165.13
2013-07-10,420.73,34.7,165.19
2013-07-11,427.29,35.69,167.44
2013-07-12,426.51,35.67,167.51
2013-07-15,427.44,36.17,168.15
2013-07-16,430.2,36.27,167.52
2013-07-17,430.31,35.74,167.95
2013-07-18,431.76,35.44,168.87
2013-07-19,424.95,31.4,169.17
2013-07-22,426.31,32.01,169.5
2013-07-23,418.99,31.82,169.14
2013-07-24,440.51,31.96,168.52
2013-07-25,438.5,31.39,168.93
2013-07-26,440.99,31.62,169.11
2013-07-29,447.79,31.54,168.59
2013-07-30,453.32,31.85,168.59
2013-07-31,452.53,31.84,168.71
2013-08-01,456.68,31.67,170.66
2013-08-02,462.54,31.89,170.95
2013-08-05,469.45,31.7,170.7
2013-08-06,465.25,31.58,169.73
2013-08-07,464.98,32.06,169.18
2013-08-08,461.01,32.89,169.8
2013-08-09,454.45,32.7,169.31
2013-08-12,467.36,32.87,169.11
2013-08-13,489.57,32.23,169.61
2013-08-14,498.5,32.35,168.74
2013-08-15,497.91,31.79,166.38
2013-08-16,502.33,31.8,165.83
2013-08-19,507.74,31.39,164.77
2013-08-20,501.07,31.62,165.58
2013-08-21,502.36,31.61,164.56
2013-08-22,502.96,32.39,166.06
2013-08-23,501.02,34.75,166.62
2013-08-26,502.97,34.15,166
2013-08-27,488.59,33.26,163.33
2013-08-28,490.9,33.02,163.91
2013-08-29,491.7,33.55,164.17
2013-08-30,487.22,33.4,163.65
2013-09-03,488.58,31.88,164.39
2013-09-04,498.69,31.2,165.75
2013-09-05,495.27,31.23,165.96
2013-09-06,498.22,31.15,166.04
2013-09-09,506.17,31.66,167.63
2013-09-10,494.64,32.39,168.87
2013-09-11,467.71,32.74,169.4
2013-09-12,472.69,32.69,168.95
2013-09-13,464.9,33.03,169.33
2013-09-16,450.12,32.8,170.31
2013-09-17,455.32,32.93,171.07
2013-09-18,464.68,33.32,173.05
2013-09-19,472.3,33.64,172.76
2013-09-20,467.41,32.79,170.72
2013-09-23,490.64,32.74,169.93
2013-09-24,489.1,32.45,169.53
2013-09-25,481.53,32.51,169.04
2013-09-26,486.22,32.77,169.69
2013-09-27,482.75,33.27,168.91
2013-09-30,476.75,33.28,168.01
2013-10-01,487.96,33.58,169.34
2013-10-02,489.56,33.92,169.18
2013-10-03,483.41,33.86,167.62
2013-10-04,483.03,33.88,168.89
